Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
49,No,Travel_Rarely,1436,Research & Development,11,3,Life Sciences,1,5443,3,Female,53,3,5,Manager,2,Single,1658506,1393487,3,Y,No,16,3,2,80,0,22,5,3,5,4,4,4
32,No,Non-Travel,304,Research & Development,1,3,Life Sciences,1,5444,4,Male,60,3,1,Laboratory Technician,4,Divorced,182434,694959,0,Y,No,12,3,2,80,1,4,2,3,3,0,0,2
32,Yes,Travel_Frequently,845,Research & Development,29,4,Medical,1,5445,1,Female,55,2,2,Research Scientist,3,Single,373002,267177,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8
26,No,Travel_Rarely,1055,Research & Development,1,2,Medical,1,5446,4,Male,32,4,2,Manufacturing Director,4,Married,433592,321542,1,Y,No,12,3,2,80,0,8,2,3,8,7,1,3
27,No,Travel_Rarely,891,Research & Development,9,3,Medical,1,5447,4,Female,100,3,1,Research Scientist,2,Single,187248,969025,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3
31,No,Travel_Rarely,1160,Sales,2,2,Life Sciences,1,5448,1,Male,54,3,1,Sales Representative,3,Married,279959,541409,0,Y,No,19,3,3,80,1,3,1,3,2,2,1,2
42,No,Non-Travel,165,Human Resources,2,5,Medical,1,5449,4,Male,77,4,2,Human Resources,1,Married,539666,1043227,7,Y,No,16,3,1,80,1,10,3,4,4,3,0,3
50,No,Travel_Rarely,791,Research & Development,5,1,Life Sciences,1,5450,1,Male,95,3,5,Research Director,2,Divorced,1554009,1316712,3,Y,No,14,3,1,80,2,28,4,2,10,4,1,6
30,No,Travel_Rarely,655,Research & Development,27,3,Medical,1,5451,2,Female,64,3,2,Healthcare Representative,3,Married,363457,2161320,4,Y,No,12,3,1,80,1,12,3,2,7,7,1,1
22,No,Travel_Rarely,181,Research & Development,4,1,Medical,1,5452,3,Female,50,3,1,Laboratory Technician,2,Single,243854,1083482,1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2
28,No,Travel_Frequently,475,Sales,7,3,Life Sciences,1,5453,3,Male,55,3,2,Sales Executive,1,Single,375160,1009197,0,Y,No,14,3,4,80,0,5,5,3,4,2,1,3
27,No,Travel_Rarely,705,Sales,23,1,Medical,1,5454,2,Female,36,2,2,Sales Representative,3,Married,275726,577016,1,Y,No,21,4,4,80,1,9,5,3,9,8,5,8
39,No,Travel_Frequently,463,Research & Development,2,4,Technical Degree,1,5455,3,Female,65,3,3,Healthcare Representative,3,Single,926944,551452,0,Y,No,25,4,4,80,0,20,1,3,19,6,11,8
21,Yes,Travel_Rarely,149,Sales,12,3,Life Sciences,1,5456,3,Female,91,4,1,Sales Representative,2,Single,233230,2090853,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0
30,Yes,Travel_Rarely,1005,Research & Development,1,3,Technical Degree,1,5457,3,Male,87,3,1,Research Scientist,3,Single,148985,1642570,0,Y,No,14,3,4,80,0,7,1,2,6,2,1,5
23,No,Travel_Rarely,1007,Research & Development,10,3,Technical Degree,1,5458,4,Male,45,4,1,Research Scientist,3,Married,156123,1066301,2,Y,No,16,3,4,80,1,4,2,3,2,2,2,2
26,Yes,Travel_Frequently,866,Research & Development,5,2,Medical,1,5459,3,Female,88,2,1,Research Scientist,3,Married,203682,1741589,1,Y,Yes,14,3,1,80,1,7,2,3,8,7,1,7
30,No,Travel_Rarely,978,Sales,15,2,Marketing,1,5460,3,Male,94,2,3,Sales Executive,1,Divorced,582577,288093,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7
50,No,Travel_Rarely,805,Research & Development,4,1,Life Sciences,1,5461,1,Male,97,3,5,Research Director,2,Divorced,1567953,1256952,3,Y,No,14,3,1,80,2,28,4,2,10,4,1,6
38,No,Travel_Rarely,423,Human Resources,1,3,Human Resources,1,5462,3,Male,35,4,1,Human Resources,3,Married,237629,428861,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0
52,No,Travel_Rarely,1492,Research & Development,4,2,Life Sciences,1,5463,4,Female,30,3,4,Manager,4,Married,1348667,867599,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4
32,No,Travel_Frequently,980,Sales,8,3,Marketing,1,5464,2,Female,43,3,3,Sales Executive,4,Single,728906,1276125,1,Y,No,14,3,4,80,0,9,2,3,9,8,3,7
24,No,Travel_Rarely,781,Sales,8,3,Life Sciences,1,5465,4,Male,57,4,2,Sales Executive,2,Married,437493,1291314,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2
34,No,Travel_Frequently,727,Research & Development,22,4,Other,1,5466,3,Male,87,2,2,Research Scientist,4,Married,480653,2206057,1,Y,Yes,15,3,2,80,0,16,3,3,15,10,6,11
31,No,Travel_Rarely,894,Research & Development,1,2,Medical,1,5467,4,Male,77,3,1,Laboratory Technician,2,Married,358477,314155,1,Y,No,13,3,3,80,0,12,6,2,12,8,1,7
37,No,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,5468,3,Male,100,2,2,Healthcare Representative,4,Divorced,423881,1328913,5,Y,No,14,3,4,80,1,17,2,4,1,0,0,0
46,No,Non-Travel,814,Research & Development,4,2,Life Sciences,1,5469,3,Male,57,3,2,Laboratory Technician,2,Married,415332,1933236,1,Y,No,12,3,2,80,0,8,5,2,9,7,0,8
34,No,Travel_Rarely,1480,Sales,4,3,Life Sciences,1,5470,3,Male,65,3,3,Sales Executive,4,Married,794891,2005197,2,Y,Yes,13,3,4,80,3,9,3,3,5,3,1,0
27,No,Travel_Frequently,611,Research & Development,2,3,Medical,1,5471,4,Male,86,3,1,Research Scientist,4,Single,202769,467539,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2
50,No,Travel_Rarely,710,Research & Development,2,3,Medical,1,5472,3,Male,64,3,4,Research Director,3,Married,1435402,523232,5,Y,No,16,3,4,80,0,30,3,3,4,3,0,2
41,No,Travel_Rarely,1158,Research & Development,1,4,Life Sciences,1,5473,1,Male,99,3,4,Manager,1,Divorced,1403779,1567289,2,Y,No,11,3,1,80,1,23,3,3,19,7,11,16
29,No,Travel_Frequently,475,Research & Development,10,3,Life Sciences,1,5474,4,Female,62,3,1,Research Scientist,2,Divorced,250826,1461962,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1
36,No,Travel_Rarely,739,Research & Development,6,1,Life Sciences,1,5475,3,Male,67,3,1,Research Scientist,3,Married,343039,472353,0,Y,Yes,14,3,4,80,0,4,3,3,3,2,2,2
33,No,Travel_Rarely,504,Research & Development,16,2,Medical,1,5476,2,Female,95,3,2,Healthcare Representative,4,Married,404957,1814961,0,Y,Yes,13,3,1,80,1,10,6,3,9,7,8,1
48,No,Travel_Rarely,1419,Research & Development,1,3,Technical Degree,1,5477,3,Female,37,3,1,Research Scientist,1,Married,295065,869425,2,Y,No,16,3,2,80,1,6,2,3,4,2,0,2
27,No,Travel_Rarely,1334,Research & Development,23,3,Life Sciences,1,5478,1,Female,91,3,1,Research Scientist,4,Divorced,266015,185837,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2
34,No,Travel_Rarely,1177,Research & Development,1,4,Other,1,5479,3,Male,100,2,1,Research Scientist,1,Single,251988,267094,3,Y,Yes,11,3,2,80,0,5,1,3,3,2,0,2
26,No,Travel_Rarely,695,Research & Development,1,1,Medical,1,5480,1,Male,37,2,1,Research Scientist,4,Single,335403,320795,0,Y,No,12,3,4,80,0,5,2,3,4,3,1,1
31,Yes,Travel_Rarely,1357,Sales,12,4,Medical,1,5481,2,Male,47,3,2,Sales Executive,1,Divorced,375326,931343,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2
49,No,Travel_Rarely,434,Research & Development,16,3,Medical,1,5482,4,Female,74,3,1,Laboratory Technician,1,Divorced,228748,2062550,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2
34,Yes,Travel_Rarely,1082,Human Resources,9,4,Technical Degree,1,5483,1,Female,54,3,1,Human Resources,3,Married,235471,260703,1,Y,No,15,3,4,80,0,2,0,3,2,2,2,3
49,No,Travel_Rarely,445,Research & Development,16,3,Medical,1,5484,4,Female,76,3,1,Laboratory Technician,1,Divorced,236052,2073755,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2
43,No,Travel_Rarely,921,Research & Development,6,3,Medical,1,5485,1,Female,74,2,2,Research Scientist,3,Single,348600,1642736,1,Y,Yes,14,3,1,80,0,20,3,1,20,7,1,8
35,No,Travel_Rarely,1428,Research & Development,5,2,Life Sciences,1,5486,4,Male,61,3,2,Laboratory Technician,2,Single,498996,778125,8,Y,No,16,3,4,80,0,16,3,4,14,11,3,7
49,No,Travel_Frequently,282,Research & Development,8,1,Life Sciences,1,5487,3,Male,60,2,2,Research Scientist,2,Married,400890,2059230,1,Y,No,23,4,4,80,1,10,3,3,10,7,1,7
40,No,Non-Travel,603,Human Resources,4,3,Human Resources,1,5488,3,Male,61,1,2,Human Resources,2,Married,549128,1699674,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2
41,Yes,Non-Travel,892,Research & Development,5,2,Life Sciences,1,5489,1,Male,96,2,1,Research Scientist,1,Divorced,182268,1700836,6,Y,No,17,3,1,80,1,5,2,1,1,0,0,0
41,No,Travel_Rarely,1381,Sales,2,4,Life Sciences,1,5490,3,Female,79,3,5,Manager,3,Married,1501802,1083980,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12
35,Yes,Travel_Rarely,853,Research & Development,16,4,Life Sciences,1,5491,3,Female,42,4,1,Laboratory Technician,1,Single,238874,711891,1,Y,No,16,3,3,80,0,17,1,3,17,13,15,14
21,No,Travel_Rarely,1013,Research & Development,3,2,Medical,1,5492,4,Male,100,2,1,Research Scientist,3,Single,272987,851497,1,Y,No,17,3,1,80,0,2,4,4,3,2,1,0
27,No,Travel_Rarely,1065,Research & Development,8,3,Medical,1,5493,3,Female,67,3,1,Research Scientist,4,Single,273651,488704,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4
54,No,Travel_Rarely,1124,Sales,4,3,Marketing,1,5494,4,Female,53,3,2,Sales Executive,1,Married,485467,1403530,2,Y,No,14,3,4,80,1,16,4,3,6,2,0,5
47,No,Travel_Rarely,164,Research & Development,9,4,Life Sciences,1,5495,2,Female,64,3,1,Laboratory Technician,3,Single,151392,463140,4,Y,No,12,3,3,80,0,7,2,3,2,2,2,0
26,No,Travel_Rarely,876,Sales,4,2,Life Sciences,1,5496,2,Female,99,2,2,Sales Executive,4,Single,366694,1027789,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3
22,Yes,Travel_Rarely,1301,Research & Development,8,1,Medical,1,5497,3,Female,79,3,1,Laboratory Technician,1,Married,197706,1309574,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0
33,No,Travel_Frequently,1300,Research & Development,6,3,Life Sciences,1,5498,3,Male,31,3,2,Healthcare Representative,4,Divorced,603327,385037,3,Y,No,23,4,3,80,1,15,2,1,13,11,4,7
55,No,Travel_Rarely,302,Research & Development,2,2,Medical,1,5499,4,Female,60,1,5,Manager,3,Married,1576585,617520,4,Y,No,14,3,4,80,1,24,5,3,19,9,9,11
26,No,Travel_Rarely,374,Research & Development,17,4,Medical,1,5500,4,Male,63,1,1,Laboratory Technician,3,Married,171063,483807,1,Y,No,15,3,3,80,3,4,3,4,3,2,0,2
27,No,Travel_Rarely,1224,Research & Development,5,3,Life Sciences,1,5501,3,Female,86,3,1,Research Scientist,2,Single,195880,1748644,1,Y,Yes,12,3,2,80,0,4,2,2,4,3,1,2
31,No,Travel_Rarely,1092,Sales,10,2,Medical,1,5502,3,Female,85,3,2,Sales Executive,4,Divorced,570791,1638420,2,Y,Yes,11,3,4,80,1,8,2,3,5,2,1,4
27,Yes,Travel_Rarely,1461,Sales,14,2,Marketing,1,5503,4,Female,84,3,2,Sales Executive,3,Single,854651,1917134,3,Y,Yes,11,3,4,80,0,6,0,3,2,0,2,2
48,No,Travel_Frequently,102,Research & Development,22,3,Medical,1,5504,4,Female,58,3,4,Manager,4,Divorced,1447686,229080,3,Y,No,11,3,2,80,1,24,3,3,22,17,4,7
35,No,Travel_Rarely,716,Research & Development,6,1,Life Sciences,1,5505,3,Male,65,3,1,Research Scientist,3,Married,293654,530951,0,Y,Yes,14,3,4,80,0,4,3,3,3,1,2,2
32,No,Travel_Rarely,612,Sales,8,2,Technical Degree,1,5506,3,Female,65,2,2,Sales Executive,2,Married,420810,2031757,1,Y,Yes,11,3,4,80,0,13,2,3,13,12,11,9
53,Yes,Travel_Rarely,1221,Sales,23,4,Life Sciences,1,5507,1,Male,65,3,3,Sales Executive,1,Single,862370,512359,6,Y,Yes,13,3,2,80,0,15,2,2,2,2,2,2
31,No,Travel_Frequently,430,Sales,6,3,Marketing,1,5508,4,Female,85,3,1,Sales Representative,2,Divorced,237214,362710,1,Y,No,11,3,3,80,1,2,5,2,2,2,2,2
27,No,Travel_Rarely,1317,Sales,11,3,Medical,1,5509,3,Female,99,4,1,Sales Representative,4,Married,183513,572285,8,Y,No,14,3,2,80,1,5,4,3,1,0,0,0
39,No,Travel_Rarely,375,Sales,10,2,Life Sciences,1,5510,1,Female,99,3,2,Sales Executive,4,Married,429857,467788,1,Y,No,11,3,3,80,1,9,1,3,9,7,1,9
28,No,Travel_Frequently,589,Research & Development,20,1,Medical,1,5511,4,Male,40,3,1,Laboratory Technician,4,Married,322289,589134,1,Y,No,13,3,2,80,0,11,3,4,11,8,3,10
28,No,Travel_Rarely,816,Research & Development,10,3,Other,1,5512,3,Female,58,3,2,Research Scientist,3,Single,262778,690394,3,Y,No,13,3,4,80,0,9,4,4,8,7,1,7
35,No,Travel_Rarely,787,Research & Development,10,3,Other,1,5513,2,Male,48,3,1,Laboratory Technician,4,Divorced,334241,765094,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2
47,No,Travel_Rarely,190,Research & Development,2,2,Other,1,5514,3,Female,33,3,4,Manager,4,Married,1383278,1049618,1,Y,Yes,11,3,3,80,1,26,3,2,26,14,3,0
21,No,Non-Travel,420,Research & Development,26,2,Other,1,5515,2,Female,85,2,1,Research Scientist,3,Married,256138,835146,1,Y,Yes,14,3,2,80,0,4,2,2,4,2,1,3
24,No,Travel_Rarely,592,Research & Development,9,3,Medical,1,5516,3,Male,64,4,1,Research Scientist,3,Married,374081,1452749,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4
27,No,Travel_Rarely,160,Research & Development,4,3,Life Sciences,1,5517,2,Male,87,4,2,Manufacturing Director,2,Married,518833,443967,1,Y,Yes,20,4,2,80,1,6,0,3,6,2,0,3
43,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,5518,3,Male,36,2,1,Research Scientist,3,Married,228748,1253715,9,Y,Yes,16,3,4,80,1,6,4,3,1,0,0,0
27,No,Travel_Rarely,424,Research & Development,17,4,Medical,1,5519,4,Male,62,1,1,Laboratory Technician,3,Married,202437,512027,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2
26,Yes,Travel_Rarely,1297,Research & Development,21,3,Medical,1,5520,1,Male,35,3,1,Laboratory Technician,3,Divorced,169154,1622401,1,Y,No,20,4,3,80,1,0,0,2,1,1,0,0
39,No,Travel_Rarely,166,Human Resources,3,3,Human Resources,1,5521,3,Female,44,4,2,Human Resources,2,Married,511695,1584387,9,Y,No,15,3,3,80,1,13,3,1,8,3,3,6
38,No,Travel_Rarely,1279,Research & Development,2,4,Life Sciences,1,5522,4,Male,88,3,2,Manufacturing Director,3,Married,588138,608722,9,Y,No,14,3,2,80,0,13,3,3,1,0,0,0
47,No,Travel_Rarely,837,Research & Development,4,3,Life Sciences,1,5523,4,Male,53,3,3,Manufacturing Director,4,Single,665992,1557246,1,Y,No,11,3,3,80,0,11,2,3,10,9,0,8
51,Yes,Travel_Frequently,930,Sales,1,4,Life Sciences,1,5524,2,Male,94,3,2,Sales Executive,3,Divorced,519248,1168391,7,Y,No,12,3,4,80,2,12,3,3,6,3,0,1
27,No,Travel_Rarely,963,Sales,9,3,Marketing,1,5525,4,Male,45,3,2,Sales Executive,4,Single,335486,447453,1,Y,No,14,3,1,80,0,7,5,3,7,7,0,7
48,No,Travel_Rarely,854,Research & Development,4,3,Life Sciences,1,5526,4,Male,55,3,3,Manufacturing Director,4,Single,642503,1557495,1,Y,No,11,3,3,80,0,12,2,3,10,9,0,8
36,Yes,Travel_Rarely,102,Research & Development,2,3,Life Sciences,1,5527,1,Female,70,3,1,Laboratory Technician,1,Divorced,164008,2178999,1,Y,Yes,12,3,4,80,1,1,2,3,1,0,0,0
32,No,Travel_Rarely,473,Research & Development,7,2,Medical,1,5528,2,Female,30,3,2,Manufacturing Director,1,Married,362876,315649,1,Y,No,12,3,2,80,1,13,5,1,12,10,3,12
29,No,Travel_Rarely,387,Human Resources,5,1,Medical,1,5529,4,Male,87,2,1,Human Resources,2,Married,264687,1300278,1,Y,No,11,3,4,80,0,1,3,3,1,0,0,0
58,Yes,Travel_Frequently,784,Research & Development,2,1,Life Sciences,1,5530,4,Male,56,2,1,Laboratory Technician,4,Divorced,176292,1140503,9,Y,Yes,14,3,4,80,1,3,3,2,1,0,0,0
29,No,Travel_Rarely,1321,Research & Development,7,3,Life Sciences,1,5531,3,Male,83,3,2,Healthcare Representative,4,Divorced,574111,379559,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0
32,No,Travel_Frequently,983,Research & Development,2,2,Life Sciences,1,5532,4,Male,78,3,1,Laboratory Technician,4,Single,284856,962385,0,Y,No,13,3,3,80,0,8,2,2,7,7,3,6
59,No,Travel_Rarely,342,Sales,3,3,Life Sciences,1,5533,3,Female,47,2,2,Sales Executive,4,Single,409522,1316712,5,Y,No,17,3,4,80,0,12,2,3,7,1,0,5
40,No,Travel_Frequently,985,Research & Development,22,3,Medical,1,5534,4,Female,82,3,3,Manufacturing Director,1,Single,850252,418818,1,Y,Yes,13,3,3,80,0,21,2,3,21,6,2,8
36,No,Travel_Frequently,1208,Research & Development,11,3,Life Sciences,1,5535,2,Male,95,2,2,Manufacturing Director,2,Single,567886,1863848,1,Y,No,13,3,3,80,0,6,3,3,6,5,0,3
52,No,Travel_Frequently,882,Research & Development,25,4,Medical,1,5536,3,Female,80,2,4,Manufacturing Director,4,Married,1125563,1552349,3,Y,No,22,4,3,80,0,31,3,3,8,8,0,0
30,No,Travel_Rarely,358,Human Resources,1,3,Life Sciences,1,5537,3,Male,46,3,1,Human Resources,3,Divorced,201192,1273718,0,Y,No,21,4,1,80,1,6,3,4,5,3,1,3
43,No,Travel_Rarely,582,Research & Development,14,2,Life Sciences,1,5538,2,Male,94,3,4,Research Director,1,Married,1434572,427450,6,Y,No,24,4,3,80,1,22,3,3,4,1,1,0
36,No,Travel_Rarely,770,Research & Development,28,3,Life Sciences,1,5539,2,Male,45,4,2,Laboratory Technician,3,Married,239787,2133847,1,Y,No,17,3,4,80,2,10,3,2,10,9,6,8
42,No,Travel_Rarely,539,Research & Development,7,2,Medical,1,5540,4,Female,43,3,2,Manufacturing Director,3,Single,423134,1963780,6,Y,No,14,3,2,80,0,8,6,3,1,2,2,1
47,Yes,Non-Travel,691,Research & Development,29,4,Life Sciences,1,5541,1,Male,88,3,3,Manager,2,Married,948109,879136,1,Y,Yes,12,3,4,80,1,10,2,2,10,7,9,9
49,No,Travel_Rarely,1465,Research & Development,21,4,Medical,1,5542,4,Male,51,3,1,Research Scientist,3,Married,174715,470610,4,Y,No,17,3,1,80,2,13,2,2,0,0,0,0
42,No,Travel_Rarely,1320,Research & Development,5,5,Medical,1,5543,2,Male,88,4,1,Research Scientist,3,Married,174051,510284,2,Y,Yes,12,3,1,80,0,7,5,2,4,2,0,3
53,No,Non-Travel,680,Research & Development,1,4,Medical,1,5544,1,Female,59,2,4,Manufacturing Director,3,Married,1069621,1864014,4,Y,Yes,20,4,4,80,3,27,2,2,3,2,0,2
34,Yes,Travel_Rarely,695,Research & Development,6,1,Medical,1,5545,2,Male,83,3,1,Research Scientist,1,Single,252154,1382365,2,Y,No,11,3,3,80,0,8,2,3,4,2,1,3
54,No,Travel_Rarely,1157,Research & Development,1,4,Medical,1,5546,2,Male,82,4,4,Research Director,4,Divorced,1214871,1002640,2,Y,No,13,3,4,80,2,31,4,4,7,7,0,0
30,Yes,Travel_Frequently,329,Sales,26,4,Marketing,1,5547,3,Female,53,2,2,Sales Executive,1,Single,532279,1896301,5,Y,No,15,3,3,80,0,9,5,2,6,3,0,1
34,No,Travel_Rarely,1413,Sales,8,1,Life Sciences,1,5548,2,Female,72,3,2,Sales Executive,3,Married,476005,481068,1,Y,No,20,4,1,80,0,6,3,2,7,5,1,3
32,No,Travel_Rarely,267,Research & Development,29,4,Life Sciences,1,5549,3,Female,50,2,1,Laboratory Technician,2,Single,217626,1236368,1,Y,No,13,3,3,80,0,6,3,3,6,2,4,1
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,1,5550,2,Male,78,3,2,Sales Executive,4,Single,555187,707990,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5
42,No,Non-Travel,543,Research & Development,2,1,Life Sciences,1,5551,3,Male,37,3,4,Manager,3,Married,1502383,2211286,0,Y,Yes,13,3,4,80,0,21,3,2,20,8,2,10
33,No,Travel_Rarely,551,Research & Development,24,3,Life Sciences,1,5552,4,Male,45,2,2,Manufacturing Director,2,Single,363872,2054997,1,Y,No,13,3,4,80,0,5,2,3,5,3,0,2
37,Yes,Travel_Rarely,790,Human Resources,6,4,Human Resources,1,5553,3,Male,64,3,1,Human Resources,1,Divorced,172474,1940291,4,Y,Yes,22,4,4,80,0,7,3,3,3,2,0,2
29,Yes,Travel_Rarely,328,Sales,1,3,Medical,1,5554,2,Female,47,2,1,Sales Representative,3,Divorced,276805,1922363,6,Y,Yes,19,3,3,80,3,5,3,3,3,2,0,2
53,Yes,Travel_Rarely,1201,Sales,24,4,Life Sciences,1,5555,1,Male,65,3,3,Sales Executive,1,Single,877144,492522,6,Y,Yes,13,3,2,80,0,15,2,2,2,2,2,2
25,No,Travel_Rarely,1382,Sales,8,2,Other,1,5556,1,Female,84,3,2,Sales Executive,3,Divorced,375492,1167312,0,Y,Yes,22,4,2,80,1,6,3,2,5,3,0,4
42,No,Travel_Frequently,446,Research & Development,25,5,Medical,1,5557,1,Female,60,3,3,Research Director,1,Married,1090620,1941453,3,Y,Yes,17,3,3,80,0,20,6,3,1,0,0,0
25,No,Travel_Rarely,1355,Sales,18,1,Life Sciences,1,5558,1,Male,92,4,2,Sales Executive,3,Married,540413,1089873,2,Y,No,11,3,2,80,0,6,3,2,3,2,1,2
30,No,Travel_Rarely,853,Sales,6,4,Marketing,1,5559,4,Female,74,3,2,Sales Executive,1,Divorced,407613,1006209,7,Y,No,14,3,2,80,2,9,3,3,3,2,0,2
42,No,Non-Travel,321,Research & Development,23,2,Life Sciences,1,5560,4,Male,37,2,2,Research Scientist,3,Single,328514,1170881,1,Y,No,12,3,4,80,0,20,2,3,20,9,3,7
56,Yes,Travel_Rarely,413,Sales,2,1,Medical,1,5561,3,Male,37,3,2,Sales Executive,4,Single,438489,1786907,4,Y,No,16,3,3,80,0,11,3,2,9,7,7,3
34,No,Travel_Rarely,697,Research & Development,19,3,Life Sciences,1,5562,2,Female,34,2,1,Research Scientist,4,Married,228748,1670043,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7
20,Yes,Travel_Frequently,902,Research & Development,6,3,Life Sciences,1,5563,4,Female,66,2,1,Laboratory Technician,4,Single,284441,1671869,1,Y,Yes,18,3,2,80,0,1,5,3,1,0,1,0
35,Yes,Travel_Frequently,138,Research & Development,25,4,Life Sciences,1,5564,4,Female,94,3,1,Research Scientist,2,Divorced,145665,1351572,1,Y,Yes,19,3,1,80,1,10,3,2,10,2,7,8
35,No,Travel_Frequently,621,Research & Development,4,4,Other,1,5565,4,Male,49,2,1,Laboratory Technician,4,Married,265517,2226641,1,Y,No,13,3,2,80,1,3,2,4,2,2,2,2
45,No,Travel_Rarely,1225,Sales,10,2,Life Sciences,1,5566,4,Female,90,3,4,Manager,4,Married,1471673,429110,3,Y,No,13,3,2,80,1,26,4,4,8,3,1,1
34,No,Travel_Frequently,838,Research & Development,15,3,Medical,1,5567,2,Male,70,3,4,Research Director,1,Divorced,1414735,1090869,7,Y,No,14,3,4,80,2,16,3,2,14,8,6,9
37,No,Travel_Frequently,344,Sales,4,4,Marketing,1,5568,1,Male,40,3,1,Sales Representative,4,Divorced,205508,233811,4,Y,No,17,3,3,80,1,13,2,3,9,8,5,8
40,No,Travel_Rarely,918,Research & Development,19,2,Medical,1,5569,3,Male,99,3,2,Laboratory Technician,4,Married,235803,1439884,8,Y,Yes,15,3,3,80,1,15,2,4,7,2,3,7
28,Yes,Travel_Frequently,1499,Sales,1,3,Technical Degree,1,5570,1,Male,90,3,1,Sales Representative,3,Married,231985,1302104,3,Y,No,15,3,4,80,1,5,3,4,3,2,1,2
21,Yes,Travel_Frequently,231,Research & Development,11,2,Life Sciences,1,5571,1,Female,45,2,1,Laboratory Technician,3,Single,227586,2099817,1,Y,No,20,4,3,80,0,1,2,1,2,2,2,2
18,No,Non-Travel,1134,Research & Development,1,3,Life Sciences,1,5572,4,Female,96,3,1,Laboratory Technician,4,Single,122591,1585300,1,Y,No,15,3,3,80,0,0,5,4,0,0,0,0
29,No,Travel_Rarely,424,Research & Development,22,3,Medical,1,5573,3,Male,42,3,1,Research Scientist,4,Married,236633,578593,1,Y,No,11,3,3,80,1,6,2,1,5,2,0,2
20,Yes,Non-Travel,470,Research & Development,10,3,Medical,1,5574,1,Female,95,2,1,Research Scientist,2,Single,155791,522983,1,Y,Yes,25,4,2,80,0,1,2,4,1,1,0,0
40,No,Travel_Rarely,902,Research & Development,2,3,Medical,1,5575,3,Male,68,3,1,Research Scientist,3,Divorced,184675,661261,2,Y,No,14,3,3,80,1,8,3,4,3,1,1,2
35,No,Travel_Rarely,958,Research & Development,1,3,Medical,1,5576,4,Male,68,2,1,Laboratory Technician,1,Single,215966,1841604,1,Y,No,19,3,2,80,0,3,3,3,3,0,1,2
22,No,Travel_Rarely,536,Research & Development,14,3,Medical,1,5577,2,Female,58,3,1,Laboratory Technician,4,Single,244020,1986107,1,Y,No,15,3,3,80,0,1,5,3,0,0,0,0
35,No,Travel_Rarely,203,Research & Development,2,4,Medical,1,5578,4,Male,97,4,1,Research Scientist,4,Married,258545,476005,0,Y,Yes,14,3,1,80,3,6,3,3,5,0,1,2
47,No,Travel_Rarely,961,Sales,4,2,Life Sciences,1,5579,4,Female,83,3,2,Sales Executive,4,Single,305855,770489,1,Y,Yes,17,3,3,80,0,9,0,3,9,0,0,7
32,No,Travel_Frequently,704,Sales,9,2,Medical,1,5580,4,Male,35,1,2,Sales Executive,4,Divorced,370014,1955065,0,Y,No,17,3,4,80,3,9,2,4,8,7,0,7
34,No,Travel_Rarely,1499,Sales,4,3,Life Sciences,1,5581,3,Male,64,3,3,Sales Executive,4,Married,824605,2053171,2,Y,Yes,13,3,4,80,3,9,3,3,5,3,1,0
34,No,Travel_Rarely,1448,Sales,4,3,Life Sciences,1,5582,3,Male,63,3,3,Sales Executive,4,Married,804934,2055661,2,Y,Yes,13,3,4,80,3,9,3,3,5,3,1,0
